Respondent_Serial,NPS2
108602,provides good service
108606,
108607,Can't get some services ex. On Demand
108609,"One bill, all communications perform well."
108611,poor service - high prices
108613,have had no real problems
108619,they are the best internet provider around
108622,
108627,comcast is good
108629,Generally don't make such recommendations
108630,Customer service
108631,No problems; satisfied
108633,
108634,We are saddled with Frontier when Verizon abandoned us. Frontier does not have a good reputation.
108637,ive never had good customer service
108642,"I hate cable, no other alternative"
108646,I've been with them a long time through their mergers and have always found them very professional and responsive.
108652,jsut would
108656,the price and lack of channel diversity
108657,"We are in an on going battle with them to get our u-verse fixed.  The cable needs to be replaced and it took over a week just to get a temporary fix, the permanent fix was to be completed July 8, we are still waiting for it to be done.  We are very tired of waiting and being lied to as to when it will be fixed."
108661,I really like the service.
108663,"just got it, works great compared to frontier"
108666,Time Warner provide good service
108669,The TV is so very clear hardly any down time. Customer service is very friendly
108670,internet service is slow & unreliable. no solution offered by company.
108671,Slow internet speed
108675,"terrible service, very expensive"
108680,cost
108681,there are problems with the internet connection sometimes and it is hard to get ahold of customer service.
108682,
108684,adequate but not outstanding
108686,Pricing prohibitive
108687,cause
108689,"good service, lots of choices"
108690,
108693,Good service reasonable price
108694,no complaints
108697,the best
108699,Been a customer for a long time and am very satisfied.
108701,"good service, no outage problems"
108703,good service
108704,"Poor customer service, high rates"
108707,price
108710,I think xfinity is overpriced and not that helpful.
108719,"Wonderful customer service.  Great & consistent  service on wifi, TV, DVD, DVR, & on demand."
108721,Customer service
108733,too expensive for what you get
108734,like excele3nt
108735,"I love Direct and special features they have like if you are late for a show, you can back up to the beginning.  I have few problems with Direct."
108751,"good, reliable service"
108752,Difficult to deal with.
108753,high
108754,
108757,Too expensive and the TV programming is terrible.
108760,i like the service
108774,
108778,because it is very good
108779,"Friends live in areas where they can receive other co.
century link is the only land line in my area."
108781,"customer service sucks, and their left hand doesn't know what their right hand is doing at any given time."
108783,It has the best prices
108784,Good connection speed
108801,"Just started with them, but no problems so far"
108805,we like charter it is so much better then sattelite
108808,
108810,Dependable service
108815,
108834,We have had for over 20 years and are happy with it for our internet phone and tv.
108837,"I normally do not recommend utility services to friends, but if I did I probably wouldn't highly recommend my current provider due to their high cost."
108848,
108849,TWC's rates -- we have a promotional deal that ends in October.  However my bill went up about $15 due to increases in all equipment charges
108850,no problems
108851,
108856,
108857,"excellent service, fast internet, problems of any kind are very rare"
108858,ever increasing rates.  service outages
108864,u
108866,the deal is ok
108867,
108870,
108873,
108879,excellent
108881,"Price is right, service is great"
108882,its only been okay
108896,have had trouble with the internet
108898,been their customer for around 35  years
108907,They ran me around for 5 days during an outage of internet and phone service.
108908,"very good customer service, technicians are knowlegable, internet is extremely fast."
108910,
108913,
108916,
108919,we have a lot of problems with our tv/phone/internet going out
108924,when i bundle my package they say the price is good for 1 year that never happens after about 2 months the price keeps increasing
108928,theyre good
108930,Have a lot of trouble with everything dropping out
108935,
108937,too expensive
108945,great service
108950,Price is high but it is good coverage.
108951,has worked flawlessly since 1983 when they only had television and all three have been flawless including one move since 2007.
108955,reliable service
108957,
108960,some poor quality to the service
108966,i like the service
108967,"it is a good service, but need to improve the attention to the public"
108971,
108972,conversion from FIOS went/going poorly
108975,convenience
108977,
108978,is excelent
108980,they offer a quality service and payment facilities
108981,
108984,It has been good service
108989,difficult to distinguish between carriers
108998,i think there is no other like comcast
109000,"good service, never any interruptions or outages."
109006,i'm happy with the service
109009,very good
109010,service has been pretty good but it is expensive
109016,No down time...dependable
109020,I have always received good service from comcast/xfinity
109023,Famil plan
109027,"doesn't always work, over pay and no competition"
109036,for the good service and attention
109037,great customer srvice
109038,
109040,
109042,
109046,I have not had experience with this company
109048,No problems with the service
109057,Their webmail is behind the times compared to other emails are able to provide/accomplish.
109064,good service
109069,
109074,
109075,Because I love how they are.And I love their customer support.
109078,"good service, always reliable and usable."
109080,terrible customer service.  Have a problem almost every day with one of my services.
109081,"i like the quality of the pic, has stations i like, good package price but customer service agents are not knowlegdable or helpful."
109083,they are ok
109086,"Fairly good, but we do experience dead zones."
109089,"They provide stable DSL Internet and just OK land line services. They charge too much for both. They are worse, however, than the WONDERFUL Qwest communications company which they bought out."
109090,the have great connection and are ahead of all the others in technology
109092,
109094,
109095,good
109097,lately they have not been as good as they were
109099,no problems
109104,good servic with few interruptions
109105,"decent pricing, good reliability"
109111,
109115,Because we have always had very good customer service with this company. Whenever we have had any problems they have always been quick to respond and very courteous - always have the problem fixed the same day we call.
109116,good customer service
109119,"Comcast is cheaper than other providers;you can bundle phone, TV, and internet.  Service is good."
109122,they somewhat work with you but give no credit when theres outages and problems
109123,no problems with company
109127,They're kind of pricey
109130,Pretty average services and pricing
109134,
109136,they are better than dish
109137,great
109139,fine
109141,"they are money hungry, service is terrible but they are the only landline service we have here and internet so I am stuck with them!"
109143,I don.t talk about it much yet the service I receive is excelent
109150,The high quality of service and signal . I generate great confidence and Freedom Packages . And it is high speed .
109151,It is ideal and affordable.
109156,
109158,Like charter
109159,They do not have a fast internet system.
109162,WHERE IM LOCATED ITS HARD TO GET SERVICE BUT VERIZON DOES REALL WELL HERE
109171,
109178,
109179,
109181,"For the most part, I've received very good service from AT&T."
109185,
109187,
109191,it is not good. I will change in 6 month my contract will expire
109192,I have had no bad nor amazing experiences with the company as it was only a recent transition to this phone service.
109193,
109199,"Have had some difficulties, but they have been resolved."
109202,its good
109203,we been with them for many years and have great service
109204,it sucks
109208,internet speed is really slow at peak usage hour
109212,
109214,very good value
109216,don't know
109218,is the best quality
109224,"price goes up every year, but still the best value in my area"
109228,good
109231,
109233,cost service
109234,
109241,quality service
109247,i like there service
109249,good
109255,
109260,very
109261,I have no problem with their services.  It would be nice if price were lower or packages included some additional stations.
109263,no prpblems witj service or billing
109268,its great
109269,BI ANNUAL PRICE INCREASE IS CRAZY BUT NO OTHER PROVIDER IS AVAILABLE UNLESS ONE LIKES SATELLITE
109271,
109274,"Would like to have FIOS, but town fathers will not permit."
109277,They are far too expensive and their internet is slower than Verizon.
109282,The price bundle
109286,They are very expensive.
109287,I just switched from AT&T the price is $3 more and there's constant interruptions
109288,"They are becoming ridiculously expensive and the internet is not nearly as fast they claim in ads.  They group their TV package offerings in a way that forces you to upgrade to a highler, more costly package to get the channels you want.  The reliability of service is good which is the only reason I stay with them."
109289,
109292,
109297,They have great customer service and great service to my home.
109300,"best image video, from satellite"
109303,decent service
109304,Good value; features.
109305,price increases
109306,
109308,
109310,"their pricing and how they run their business. It is bad business to raise prices by $75 for 3 weeks then say you can't have the new pricing because it is for new customers. Then call and tell you, you can get the new pricing."
109311,gooooooooooooooooooooooooooooooooooooooood
109313,Cost lower than competitor
109314,Have used over 1 year. Very satisfied.
109315,i only use it because it's included in my rent
109316,
109317,
109318,very good service provider
109321,speed
109323,The reception on the television is good and the customer service  is also good.
109324,great custumer service
109327,"Television service has been good.  I have trouble with the internet sometimes.  When the power goes off, I lose phone service."
109331,Because it is a brand that I can trust
109332,they are a great company
109333,I would recommend for phone and internet but not for television
109334,I have no problems. Good service
109340,"The services that I receive from Verizon Fios are very good therefore, I would have no problem recommending them"
109341,epensive. repetative channels
109346,reasonable prices and great customer service
109348,
109349,The possibility of another company that will provide better service is always possible
109352,It was really good about 2 years ago but it has been gradually getting worse but still decent
109354,Good service and quality.
109356,Xfinity goes out a lot for no reason and it shouldn't for the price of the bundle.
109364,my phone line always has background noise
109366,
109371,"They give good service, very helpful and polite and want to please"
109373,"good service, friendly and good ratings"
109376,"Every time we have a power outage in our area, our phones go dead.  We call Frontier, and they promise to send someone out - but all they have to do is go reboot something somewhere.  If they'd put a damn UPS on it, we wouldn't have this issue, but no, we have to keep going through this time after time."
109377,great service bit expensive
109379,GOOD SERVICE REASONABLE COSTS
109381,"Outrageous price increases for the most loyal, longtime customers; this company BEGS its best customers to go elsewhere"
109383,Reliable but too costly
109391,
109398,Prices way too high for the service that I receive!
109401,customer service
109402,"We have had very little issues since Frontier took over from ATT.  Our tv channels are fine, the phone works fine and the Internet is pretty good most days"
109405,"Slow internet speed, customer service also is poor."
109407,AAA
109410,It's a fairly good company with good customer services
109412,very good
109414,very good
109419,VERIZON OFFERS THE BEST CUSTOMER SERVICE AND I HAVE BEEN WITH THEM FOR MANY YEARS.
109422,I am satisfied.
109425,"service cost is too  high for the programs I receive, and the speed of the internet"
109429,good service
109436,good service
109437,neighbor had poor to terrible service with them
109438,poor service
109441,I don't normally make recommendations
109442,
109445,Terrible pricing and customer service
109450,
109452,High prices that consistently change with absolutely  no reason
109458,they haven't gotten my bill correct in over two years
109461,
109462,
109463,Customer service in the office could be better
109470,"service,"
109472,"In my own opinion, I think Time Warners' prices to be high, I am 100% pleased with their customer service. Since I am extremely pleased with one aspect the actual pricing of service is high, I call this a draw."
109473,
109474,blah
109475,all good
109481,They are responsive to my needs.
109485,service is not that great & too expensive for the minimal amount we have
109486,They are the only provider
109489,"happy with service, unless they boost my rate then I will change"
109490,been with them along time like there service
109495,good
109496,Great
109497,rarely any outages
109498,
109501,never had any problems
109504,They have great customer service and phone service.  I am a long term customer of theirs.
109509,"Although I subscribed to the fasted internet(blast), much of the time I find myself waiting interminably for pages to load. Just yesterday I wasn't even connected and I had to call and have a signal resent. It's always some sort of problem."
109512,
109513,It cost to much and you don't get many channels.
109517,Love Comcast No PRoblems!!!
109520,it works as well as any other
109522,rarely experience outages fast internet
109530,Mostly satisfied with services provided.
109531,"for some reason they changed the name of the company and now they think the service is better then before..Guess what charter, it's still the same crappy service and nothing has changed!! Oh, but the rates keep climbing every year!!"
109535,"It takes an act of Congress to get anything corrected with Verizon.  Also, they'll nickel & dime you for every little charge on your bill."
109536,
109540,
109541,no interruption of service
109544,excelent
109551,
109552,
109553,no problems
109555,
109556,
109557,its good
109562,Internet not as fast as I would like it to be - freezes frequently
109565,good brands
109566,good service
109567,Have never had problems with internet/telephone in 10 years; minor problems with TV
109568,I think a good service
109576,it's satisfactory
109579,"I like At&T uverse, but I do not like Direct TV."
109580,
109581,Good Service
109587,i like comcast xfinity
109588,"they are getting to cost so much, and they have features that I don't even want"
109589,It's good and interesting
109591,no body wants my opinion
109606,the quality ofservice is excellent
109618,seven is a good number
109619,to expensive for what service I have
109622,
109625,good service no outages
109629,Customer service is really bad;prices keep increasing with no warning
109634,
109637,its great!
109644,not really happy with them
109646,I like them then I dont but its what i have available I do prefer direct tv but we cannot have here
109649,good service
109651,
109652,"they have the best service in my area, and reception"
109653,they good
109656,
109657,"I have had numerous billing issues with them, and all of the customer service reps I have ever dealt with have either been rude, or extremely pushy."
109662,great service
109663,i had there services for a while pretty reliable
109666,
109668,
109670,LIKE
109671,Never had a problem
109674,"great channels, but need to work on customer service"
109679,
109681,Internet can be slow and they provide routers that are super specialized and not as compatible with certain aspects of my internet use
109688,Good service
109696,It's the only one available for land lines in my area so I have no choice but to use them.  Though their service is good I can't say it's the best.
109699,
109701,always place new channels and that's good
109704,
109705,"Lack of service, lack of truthfulness, refusal to remedy internet connection problems, demanding instead to change it completely."
109708,Good service
109711,
109714,customer service
109725,"Outages are extremely rare
Customer service very good 
Prices high"
109727,
109730,nothing special about them   they don't go out of their way to offer incentives to stay or keep prices and services good
109731,
109745,
109749,Great service
109754,
109755,We enjoy the service
109757,It took them a long time to get it right
109759,
109773,Been fairly happy with service.
109774,"It has room for improvement, everything does."
109775,"they are for the most part a good company, not great service all the time but there are ones who try"
109776,
109777,They do a good job
109778,No outages
109784,service quality
109785,
109788,
109790,I generally do not recommend things to others
109791,excellent
109798,
109806,Math
109807,
109808,not the best service
109811,good service
109812,From past experience
109816,They provide a good service
109818,love them! they are awesome company and easy to do business with
109821,
109824,
109825,Very high priced
109829,JUST AVERAGE SERVICE
109832,
109835,
109839,have not had any problems
109841,Customer service and reliability are gopd but prices are somewhat high.
109846,very good in all the services offered
109849,
109850,the signal is very good.
109851,slow speeds
109852,there is a lot of DVR room and it has shows and other things onDemand
109854,
109857,good
109858,we have only had them for a year and a half and have had no problems
109863,economical and all service under one umbrerella
109866,great costumer servive
109868,Great price for package
109869,i love them
109870,
109874,They work with you (ex)their promotions can last a long time (ex) multiple extensions.
109878,Have spotty internet
109886,good offers
109889,customer service
109890,thats the way i felt
109891,
109892,good services
109895,I am happy with their service and price.
109896,works pretty well
109898,because I can
109900,Has wonderful fast reliable service.
109901,Poor customer service and lack of technical support
109906,good
109907,very good customer and technical service
109912,
109916,
109918,
109920,"it,s a good company to make business with and it help you when something is wrong with your internet"
109922,IS THE BEST
109923,good all
109926,
109930,because my price i pay is to high
109931,
109932,I am really happy with their service and their internet speeds
109935,QUALITY
109936,the price keeps going up
109937,they lied when telling us about the product
109948,"I would personally drop TWC if my building had another option, but my Co-op only has TWC."
109955,annoying.  charge too much.  too frequent outages
109958,fair service
109959,it's service is great
109960,best out there
109962,
109964,Outstanding service
109969,"Everything mostly works as promised.
If there is a problem or a question, I find Verizon very difficult to telephone and get answers."
109971,good customer service
109975,excellent
109976,"The prices keep increasing by about 10-12% every year, but there service and product are never improved."
109979,
109981,
109982,i like the service
109985,So far Verizon is the only Reasonable provider here.
109988,
109989,it listen to their customer
109992,Very satisfied
109994,
109995,
109996,
109997,"I am happy with Verizon, but I generally do not make such recommendations."
109999,
110000,
110001,GOOD SYSTEM
110007,good quality and safe good quality and safe good quality and safe good quality and safe good quality and safe
110016,
110017,like this so much
110021,They have given me excellent customer service for years.
110024,not very good
110025,great availability
110027,poor service
110028,
110030,i like
110032,poor customer service
110033,Their ATT Mobility Care service and their Community Support
110035,very good value
110037,Frontier use to be verizon and I have all of my same services. Nothing has changed for me and I haven't had no problems with the change over. The quality and everything is still the same and I always loved my verizon services.
110038,They are impossible to get my n the phone and keep changing bill
110040,U-Verse is better
110041,"Excellent customer service, a reliable connection, and the promise of higher speeds to come. Also, the bill (and the price) do not fluctuate."
110042,I really like their service
110043,
110044,
110048,cox is great.  customer service is awesome.  only problem with them is sometimes the box doesn't work and they have to bring us another one and we lose all our data
110049,They have great customer service you can call anytime and they will try to help you. There technicians (installers will keep working till they fix the prblem
110052,is a amazing product
110054,good reputation
110055,"Fair service, but too many interruptions in Tv service."
110064,very good
110066,great
110073,Good customer service
110076,
110077,
110078,
110079,better
110081,better
110083,like it and save like it and save like it and save like it and save like it and save
110085,No interruptions
110087,i like to brand
110088,
110089,good
110090,great
110094,service sucks
110099,I am pleased with the service of this company
110101,Good customer service
110103,like
110105,very good
110107,i really like it
110110,good coverage
110112,very good
110114,internet speed
110115,Constant increase in cost plus failure to settle dispute.
110118,
110121,not good service when you have a problem
110125,muy bien
110128,good service and no problems
110129,
110131,
110134,love them
110136,Good coverage and fast wireless
110137,
110138,for the good service and quality
110139,not that good forced to have it
110141,They have given us good service and for the most part they are reliable and trustworthy.
110146,good service but occasional problems
110157,"thy are very inconsistent,sometimes fast,sometimes slow.Goes out spuratically at times"
110159,cheaper
110164,
110165,I don't recommend
110167,good
110168,is all in one easy to access and pay very good prices.....
110170,
110171,"technically good, customer service terrible"
110172,the best service
110173,good
110174,very good service.
110182,Good Service and good price
110185,Because it provides a quality service when watching television and surfing the Internet.
110188,I like their service
110196,very good
110197,excellent for the family
110200,"they keep raising their prices, and they offer their promos only to new customers and not to customers that have been with them for years"
110203,"Great product, ease of bundle."
110205,
110209,I don't have service at times and it drops calls and it is expensive.
110220,like
110221,they are convenient but have misleading advertising
110226,had a few problems with service
110228,bundle price and services covered meet our needs.
110232,Too many rate increases.
110254,They have wonderful coverage
110256,"They offer what we want, reasonablly.  Have always been able to rectify any problems"
110266,They SUCK!
110269,I always get great service and product from them.  I've had numerous times where I've had to call customer service to talk about billing questions or plan changes and they have always been nice and professional.
110271,at&t has been a wonderful company. Their customer service is excelent
110279,all around good service for all tv internet and phone
110288,For the most part they are very reliable.  But they have even started charging to come to your house if there has been a storm and have a problem with service.  That was not the case a year ago
110294,i love centurylink
110307,excellent service
110309,
110312,Is very good
110320,
110321,me gusta es muy bien
110333,It is reliable
110336,I have had no issues with Verizon. Always very helpful.
110345,Because I've never had any major issues with Comcast.
110353,They are always quick to help and  take their time!
110355,They gave me a deal.
110359,Haven't shopped around enough to confidently give an unbiased opinion. I also had a bad experience with them in the past.
110361,I like AT&T
110365,
110372,AT&T U-verse
110375,rates are way too high
110384,
110386,
110387,"Good service, but a little pricy"
110388,good customer service good overall value
110395,customer service when you need it
110396,excelente en todo
110403,
110404,
110407,
110418,
110419,
110421,"Competitive pricing, fast internet, good phone service, good programming for TV"
110423,Its a very good service
110426,the speed of the internet is not great but other than that things are good
110431,
110439,it is a good ad
110440,I am satisfied mostly but not entirely.  The TV does go out every time it snows even though their ads swear it doesn't.
110441,Reliable service
110443,
110447,They need to work on their customer service skills and their prices keep going up. They also penalize customers for trying to save money with their own equipment.
110449,I only recommend something if specifically asked
110453,great service and low fees
110454,"It's a decent company, and better than Comcast, which is the only other company out here."
110455,Reliable service
110456,Its not good of a company
110457,
110458,Good service
110464,"I like the Internet service I get and the customer service is fantastic if I ever have a problem, but they are too expensive.  I used to love my TV with them, but I had to give that up to try to lower costs.  So I watch TV on line now and kept my phone and Internet."
110465,
110473,
110480,is a good company
110483,Most issues have been resolved after the occur
110493,slow internet
110494,Paying for local channels that I can get for free.
110495,SERVICE
110500,
110505,good company and good customer service
110507,best we have had so far.good service
110511,you
110514,
110521,They delivwer what they say they can.
110530,
110555,Optimum is a new tech service provider. Including all new communication innovative.
110557,i like so much
110559,
110562,
110564,Excellent service from AT&T U verse.
110565,Great coverage nation and worldwide but high pricing
110567,
110569,price
110571,
110573,Only provider available
110576,am pretty happy with my current service
110580,
110593,
110594,
110608,they are fine
110613,
110614,"I HAVE HAD FEW PROBLEMS WITH CENTURYLINK AND THEY HAVE BEEN
HELPFUL WHEN PROBLEMS HAVE OCCURRED"
110615,it's the only reliable service in our area
110618,consistency in service
110625,because I have never had problems with my phone or internet plus I have my bill locked in for price for 5 years
110626,I had nothing but good customer service since switching to cox. My services has caused me very few problems and each time I need to call them for something they are right on it.
110630,
110633,
110634,It is all that is available in my area
110641,Feel that it is too expensive
110645,"its pretty good, but could do better in the cost"
110648,expensive for inconsistent service. doesn't reward loyal customers
110649,I love this service
110654,"they're okay, but you wait forever for help"
110657,"I know nothing about AT Direct TV.  Don't have it, never had it.  Can't judge the service."
110663,Good
110665,i do not recommend frontier because there products done live up to what you pay
110674,service
110678,We have never had any problems
110679,"better than AT&T, but somewhat expensive"
110680,Great quality and reliability
110681,nice service
110684,i like
110685,i like verizon
110689,
110690,I stay with them only for my husband who wants the sports channels
110706,
110710,its ok but costly
110717,
110719,"I am paying too much for this and the internet is  very intermintent
and slow which is very aggravating"
110724,Problems with cable
110726,
110729,Excellent customer service.
110731,"They've always ""done right"" by my husband and me."
110736,They've been around forever but they provide good service.
110739,good christ
110749,One bill for everything is nice. Lots of channels.
110756,
110759,They have a monopoly in my area so prices and customer service are ludicrous and there's not any reason for them to change. It's always a hassle to deal with them and they're shady as can be.
110762,they have good service
110764,It has been reasonably priced and reliable.
110767,good
110769,"direct tv is the best. have had verizon, charter--they are not so good."
110774,
110775,
110776,
110786,
110793,
110806,They offer good service with lots of different package options to fit your needs.
110810,
110811,i had problems with time warner and they don't break out their bill showing what you individiually pay for phone for internet and for cable
110818,
110822,"not complicated, very easy to use, not a problem with payments"
110823,very good value
110831,"have had static on the line for 2 months, to date they have not been able to fix it."
110838,good service
110840,
110842,"It's decent service, but I don't know if they're the absolute best out there."
110849,good service
110851,
110852,There customer service stinks and their prices are high
110854,I've been satisfied with my service
110857,
110860,It's a good company
110861,service has been good
110863,"Good customer service, rates."
110864,I do not know much about the company or how its services vary from other telephone/internet providers.
110867,service sucks
110879,I think AT&T is the best.
110880,wow
110886,The service is fantastic. Very rarely do we have issues of any kind. They are always willing to help adjust the price. The wireless works everywhere without issue.
110887,It is the main cable company in the area.
110893,i have been with directv for a long time and like their service
110898,"The charges change month to month, never know when they will increase it."
110902,COST
110910,good service good price
110912,i really like all the service of verizon
110917,the service is reliable.
110918,"I am with Time Warner because I have no other choice in my building.  But I often have issues.  May or may not be same issues with other companies.  But since I have no other choices, I do not know."
110922,
110925,We are pretty satisfied with the service we receive from Comcast.
110928,is good
110930,verizon is very cool
110935,"co. I am familiar with, local."
110938,Top rated by consumer reports
110940,service is great but much too expensive
110943,
110944,people make up their own minds and I do not recommend things to others
110949,I just changed to Directv and so far I am completely satisfied.
110950,great service
110955,
110956,
110959,none
110960,"They are flexible and understanding, service good"
110963,I like it but it's only available in a few places.
110965,
110967,I don't like giving somsone my opinions
110973,my service is acceptable
110976,Extremely poor customer service
110978,never had a problem
110979,"I like the service.  I find all TV, internet bundle packages to be very expensive."
110980,
110983,good service
110984,price
110991,I would like the internet speed to be faster
110992,no issues
110993,they suck
110995,Cost
110997,reliable
111002,"Primarily, I don't recommend things at all."
111009,Lately has been better but not very trustworthy especially in the stores
111011,expensive
111018,
111019,Our service is good but i think our rate is high.
111020,I love Fiber Optics for the internet.  Also good telephone service.
111021,very good experience with company
111025,Frequent DSL disruptions.
111029,Reliable
111031,Concast is a bad company but at certain locations they know they have the upper hand so they charge a lot for a service that no one gets. everyone in are town is complaining about it not staying connected and it is not working right.
111036,price and service
111037,Have been a Cincinnati Bell customer for years; very happy with their service and like that I get a discount when I bundle services with them.
111041,
111044,
111047,
111048,The service is a good value and dependable.
111050,Internet service is slow and expensive for what you get!!!!
111051,they are not the best and not the worst. Poor customer service
111053,
111054,the price keeps going up
111055,i like there service and have good channels
111056,cox is always easy to use
111057,No issues
111063,a
111066,Bad publicity over rollout of services
111070,because it provides good services
111071,"it is ok, but the only choice in my area"
111073,good service
111081,Great service and reliable Internet and Cable.
111083,goos
111088,Not as good service as before and too expensive
111090,avg. company
111097,"is a good company, the have very good promotions"
111104,Extremely poor customer service
111107,It's a trustworthy company
111109,The transition from Verizon was terrible.  Poor customer service.  Without service and no compensation to bill
111113,
111114,
111117,
111122,i've had good service
111125,"They are an average service provider...not always 100% satisfied with the services provided.  Also, they have become very expensive."
111127,"Bad transition, some services still don't work"
111131,nice
111133,"I have been satisfied with their service, however, sometimes the coverage is spotty."
111145,We are new to them and have not had enough experience to make a recommendation
111146,"My service has always worked and the ONE time that it didn't, they sent someone out immediately to check it, for free"
111148,they are all I've known
111150,great
111152,ok
111159,
111160,
111163,Cost so high since it is only available provider
111164,good service
111168,
111172,"Xfinity kinda expensive, but the quality is good."
111178,very good all
111179,
111180,
111189,
111191,Great service
111195,I usually don't make recommendations of any kind.
111204,"don""t like it with all the stupit shanles"
111206,COMPLETE AND UP TO DATE PRODUCTS AND SERVICE INCLUDING CUSTOMER SERVICE.
111207,i like AT & T
111211,Cost with the way  channels are bundled; issues with periodic disruption of service while watching a channel
111213,I am not completely satisfied
111220,don't know much about them yet
111221,
111222,
111228,price is high but good picture and programs
111230,great service great products
111233,THE WIFI AND PHONE DON'T WORK AT THE SAME TIME AND IT IS SO SO SO ANNOYING! IT'S LIKE DIAL UP.
111236,Good service but cost is too hogh
111245,"great service, the price is to high"
111247,I used to have Verizon Fios and I liked it better than Comcast.
111250,ONE OF THE BEST THAT THERE IS
111255,"When they took over Verizon their systems were NOT compatible, consequently every service provided has had issues since day one.  And their customer service is non existent, apathetic and lazy.  If I had a choice I would leave Frontier."
111256,i'm satisfied with service but their pricing plans make no sense & they are too pricey
111258,What few problems I have had with them were solved very quickly.
111262,
111263,good
111270,
111286,
111290,
111297,always have problems with one or more of their services
111300,"Many, many billing problems over the past 3 years"
111306,they good a good service
111307,"Lousy service, no dial tone for 11 days, use of AOL for email, lack of understandable English speaking customer service, frequent down time on internet, pixilation of TV picture; just plain poor service, long, long wait time when calling in for customer service"
111319,"I bought a wireless phone, the phone didn't work and I reported it. Because of the wireless phone manufacturer's warranty they told me that they would send me a new phone. I didn't want it or the carrier and I returned the replacement. They lied and said they didn't receive the return, another area of the system said they did receive it. They said I wouldn't be billed for same and continued this for 5 months until I had a phone recording from the Warranty dept. of the system and they finally recognized their errors."
111323,not completely satisfied with the service
111325,"mostly reliable, but in the beginning my husband had to contact the Michigan State Attorney General office due to improper billing practices on the part of AT&T"
111328,Good Service
111329,They're OK but do'nt really have much to compare them to.
111334,
111347,They have terrible customer service.
111348,"high priced, poor customer service"
111349,They atr terrible
111351,
111353,Cox has no customer service.  Cox is in business for themselves and not their customers.  Cox never explains the total package.  If you bundle and make any changes whatsoever - you will lose some of your savings from the bundle package. These losses are never explained.  There is no customer loyalty whatsoever.
111354,
111361,the building no longer has time warner cable
111364,they over charge
111365,
111368,"good service, but costly"
111370,Consistent quality
111373,It sucks!
111379,
111397,quality of service
111410,great customer service
111411,
111412,gud
111413,poor service  and very poor customer service
111415,outages
111416,Overpriced and underutilized
111417,Good service limited interuptions
111419,
111425,been with them for many years and mostly satisfied with their service
111441,
111442,good service and price
111446,The primary reason why i choose the rating is based on my own point of view on them.
111448,too expensive
111455,reliability
111456,
111464,They are expensive
111475,Atrocious service. My medical office had no phone service for 36 hours. Internet goes off and on every day.
111477,Their service is awful and the rates are very high
111488,
111492,bill is always getting higher
111493,"I have been able to have my Internet speed upgraded to a level that is quite good for the area where I live. In the past year the ""uptime"" has been very good."
111502,verizon its the best
111507,I DON'T DO MUCH RECOMMENDING
111510,GOOD
111511,been a customer of Comcast for more than 10 years and we're still happy with the service
111513,Everything
111516,"They are not always dependable, especially when it comes to billing issues."
111517,Customer Service is always helpful & responsive.
111520,satisfaction
111521,I do not usually recommend things.  I think the problems we have are due to our outdated modem.  The tech was very nice when he came to check on our problems
111523,no issues
111525,it cost to much
111526,Sometimes we are not informed of ways we can lower our monthly charges
111527,"I feel Centurylink should offer its long time, loyal customers more of a discount for bundling."
111529,
111530,
111532,"windstream has been the only provider of telephone & internet for many years. the service has been sketchy but recently windstream has made upgrades. We increased our internet speed this week & so far it seems to be better. There are other service providers that we could change to, but we wanted to give windstream the chance to keep our business"
111533,the who telecommunication industry is terribly confusing and difficult to navigate.
111537,They are awful
111538,Excellent service and choices.
111547,
111549,poor customer service and increasing prices often
111551,no problems
111554,
111558,Fees are very high
111559,very few problems
111560,"Good service, fair price."
111566,No problems with them
111570,I am happy with the service
111573,Centurylink likes to increase your bill every month even though services do not change. They state you can't adjust your phone without paying a higher amount for satellite. When they overcharge they are not willing to fix it right then. They expect you to pay the bill of their error! I can't stand their services.
111574,
111575,The service is really expensive but so are the other packages and brands
111578,They provide the service but I feel they are expensive.
111580,
111585,xi voice control
111586,TWC just upgraded my phone and internet service after the horrible service and loss of my email by Frontier and Verizon. It has been working so much faster now.
111588,"high internet speed, free telephone, multiple DVRs."
111591,not good service on internet
111593,to high
111594,No problems with them and competitive pricing.
111602,"Bad service. Battery in garage has to be unplugged regularly to ""reboot"". Otherwise it makes a chirping noise. First three times it happened, Frontier said we needed a new battery. But it kept happening. Then learned it just needed to be rebooted, after we bought two new batteries unnecessarily, and they weren't cheap! Whether due to incompetence or pure greed, that ""service"" was self-serving and not customer-friendly."
111603,Took away free on demand movies from former Verizon customers
111604,"I like all of the services it provides, the movies that it offers on demand and the customer service."
111605,"haven't had problems, just think it's too expensive"
111609,Problems with reception in stormy weather
111618,"Too expensive, too many non English channels and others I do not want, like, or feel I should have to pay for."
111622,Keep changing Things and can't call the local office when we have a problem.
111623,We have been with them for over 50 years and problems are rare.
111624,I think it costs too much and is not as high tech as other cable companies.
111625,"If there is a problem, they will help immediately."
111627,I really like Wow a good company
111629,
111631,
111638,service issues
111644,there is no other option for telephone in my area
111650,
111660,THEY ARE EXPENSIVE OR WOULD GET HIGHER RATING
111668,"I have had a few issues with the router and had it replace a time or two. It occasional loses service for a few hours at a time without warning. Overall, they do have a good customer service department and seek to correct any problems promptly."
